German,English,German Sentence,Cloze Sentence,English Sentence,Image,Vocab Audio,Sentence Audio
stattfinden,to take place,Das Konzert wird im Park stattfinden.,Das Konzert wird im Park stattfinden.,Das Konzert wird im Park __.,,media/azure-c772b44d-aa232bbf-891cf84f-f7bdbd9e-9cdfe2e0.mp3,media/azure-6cfd1683-5306e79d-3b91c094-823abb1d-e7840601.mp3
beginnen,to begin,Der Kurs beginnt um 9 Uhr.,Der Kurs beginnt um 9 Uhr.,Der Kurs __ um 9 Uhr.,,media/azure-c80a635a-b3baa3b4-ad577688-e95b2d0a-26f3b2d0.mp3,media/azure-8a736998-48c659ee-b87d4055-e60069cd-5bd06e35.mp3
Eintritt zahlen,to pay admission,"Man muss Eintritt zahlen, um ins Museum zu gehen.","Man muss Eintritt zahlen, um ins Museum zu gehen.","Man muss __, um ins Museum zu gehen.",,media/azure-5e061cf1-b3cc74a5-e7610f23-7a2d214c-4921bdb3.mp3,media/azure-3a2e2ccf-7c2ad108-0a102ba7-96db24ae-fab37fb3.mp3
ermäßigt,reduced,Der ermäßigte Eintritt kostet nur 5 Euro.,Der ermäßigte Eintritt kostet nur 5 Euro.,__ Eintritt kostet nur 5 Euro.,,media/azure-8a4a5954-7999eba7-821e2d9f-249d85ae-1eabb968.mp3,media/azure-55d1d23e-ec8f3a45-d1d2acae-f4d75283-4263fa75.mp3
"der Vorverkauf, die Vorverkäufe",presale,Die Tickets sind im Vorverkauf erhältlich.,Die Tickets sind im Vorverkauf erhältlich.,Die Tickets sind im __ erhältlich.,,media/azure-593fcc64-7b064581-2c7deb58-0d73c111-a51ae87b.mp3,media/azure-bc2a6f3c-1e0fb8e2-4a825643-01d37d27-eb0171fd.mp3
"der Treffpunkt, die Treffpunkte",meeting point,Der Treffpunkt ist vor dem Kino.,Der Treffpunkt ist vor dem Kino.,__ ist vor dem Kino.,,media/azure-ca996cd4-212a4a52-69bba9f8-5bf69783-e83ff01a.mp3,media/azure-ba2afd6f-9511bf7c-6789a8d3-242d8923-6ef27725.mp3
"die Führung, die Führungen",tour,Die Führung dauert eine Stunde.,Die Führung dauert eine Stunde.,__ dauert eine Stunde.,,media/azure-29fab1ec-057955c3-ce44e076-cd451e3a-fd8417ce.mp3,media/azure-136a6f99-b7fd201b-6a63c7bf-7dc3b089-d044c946.mp3
"die Eintrittskarte, die Eintrittskarten",entrance ticket,Ich habe die Eintrittskarte online gekauft.,Ich habe die Eintrittskarte online gekauft.,Ich habe __ online gekauft.,,media/azure-c4041236-6dc38dc6-f702b7a2-5d3d460e-5a2b1f0f.mp3,media/azure-64526a3e-fba51c08-2492616b-19a904aa-0c7e31ed.mp3
der Beginn,the beginning,Der Beginn des Films war spannend.,Der Beginn des Films war spannend.,__ des Films war spannend.,,media/azure-b1bb004a-f4af798d-4f82d174-35eb66ce-585f651a.mp3,media/azure-28a18268-25d2a788-7d897a15-d8755c40-41ab0393.mp3
"die Sportart, die Sportarten",sport,Welche Sportart machst du?,Welche Sportart machst du?,Welche __ machst du?,,media/azure-f86794c5-c3673550-3ef1e049-958715f6-00bb5437.mp3,media/azure-b8bce201-e28e19a6-65b668f8-22186ace-4417ea96.mp3
Judo machen,to do judo,Mein Bruder macht jeden Mittwoch Judo.,Mein Bruder macht jeden Mittwoch Judo.,Mein Bru__ jeden Mittwoch __.,,media/azure-550cbd69-426c2af7-f23cee64-ccee0062-f38539c8.mp3,media/azure-3428c15d-82c10e52-0f3975c6-c8bbd8dd-6e78e36d.mp3
klettern,to climb,Wir klettern am Wochenende in den Bergen.,Wir klettern am Wochenende in den Bergen.,Wir __ am Wochenende in den Bergen.,,media/azure-cc5b87f8-19bc28a5-e38511ff-06ee878c-89e82e2c.mp3,media/azure-e7d6f076-4cb53ef5-e1ec1ea2-72d4f81d-8bbb1dd6.mp3
turnen,to do gymnastics,Die Kinder turnen in der Sporthalle.,Die Kinder turnen in der Sporthalle.,Die Kin__ in der Sporthalle.,,media/azure-7c2f6d95-3c284e9d-fb5a0a87-f110da2c-d54eb38c.mp3,media/azure-b0b81a34-f2855795-53230a17-892958fb-f900cf80.mp3
Tischtennis spielen,to play table tennis,Ich spiele gerne Tischtennis.,Ich spiele gerne Tischtennis.,Ich __ gerne __.,,media/azure-421a92e2-155b45d1-72d533ff-db9248ea-6b2ec3b0.mp3,media/azure-41564898-a289ed6c-bedb520a-0e529775-a7309d8e.mp3
Basketball spielen,to play basketball,Er spielt jeden Donnerstag Basketball.,Er spielt jeden Donnerstag Basketball.,Er __ jeden Donnerstag __.,,media/azure-0a841ca3-5491e8e5-675e7b1f-2d389c05-8bcfadf3.mp3,media/azure-dbd2d4a3-ddd4453f-b332eb7a-30379616-33206838.mp3
trainieren,to train,Ich trainiere jeden Tag im Fitnessstudio.,Ich trainiere jeden Tag im Fitnessstudio.,Ich __ jeden Tag im Fitnessstudio.,,media/azure-5e4b51bc-213f4e6f-efe2cc1c-cea70728-dda20668.mp3,media/azure-34c592eb-54eb4708-437f8ba6-e2ae2d6b-c9225515.mp3
"das Training, die Trainings",training,Das Training beginnt um 17 Uhr.,Das Training beginnt um 17 Uhr.,__ beginnt um 17 Uhr.,,media/azure-394d611b-27863118-999138f6-c52042e7-f079f1da.mp3,media/azure-3c6b0e32-598bdb4d-eb896931-aac8ecbc-752b49ca.mp3
"der Trainer, die Trainerin",coach,Der Trainer motiviert das Team.,Der Trainer motiviert das Team.,__ motiviert das Team.,,media/azure-7893c436-f7da8a06-9674399d-901a92c7-d9991665.mp3,media/azure-a059fe4c-f310cf02-fd3456ee-e4a1a46e-df94d0b6.mp3
"der Verein, die Vereine",club,Ich bin Mitglied in einem Fußballverein.,Ich bin Mitglied in einem Fußballverein.,Ich bin Mitglied in einem Fußball__.,,media/azure-5e510e03-0c2a818c-19b2bc8c-841b61e7-99b6946b.mp3,media/azure-f6700fbe-6d5801e1-bbbbed62-7c870f82-80e5e892.mp3
sich beeilen,to hurry,"Ich muss mich beeilen, um den Zug zu erwischen.","Ich muss mich beeilen, um den Zug zu erwischen.","Ich muss mich __, um den Zug zu erwischen.",,media/azure-652ffcf8-301a7929-9c747c19-fe856121-039d517c.mp3,media/azure-d4b5245e-e5fbaa25-f111d381-36d4b2b8-905c2fd7.mp3
sich umziehen,to change clothes,Wir müssen uns schnell umziehen.,Wir müssen uns schnell umziehen.,Wir müssen uns schnell __.,,media/azure-3702d898-e88d627f-449e7f32-eecc7a71-156ad3b7.mp3,media/azure-628a2d52-46e47ee6-394b0109-8ac3c128-9a9002a8.mp3
sich rasieren,to shave,Er rasiert sich jeden Morgen.,Er rasiert sich jeden Morgen.,Er __ sich jeden Morgen.,,media/azure-39c7462d-40f62256-a6b37cfe-330709b5-7a8cb587.mp3,media/azure-c05a69db-5ebd73a7-80bac216-9ae248f6-66636528.mp3
sich schminken,to put on makeup,Sie schminkt sich vor der Party.,Sie schminkt sich vor der Party.,Sie __ sich vor der Party.,,media/azure-8a0e7111-3a587606-7b2a3fde-c861f9f6-c51c66b4.mp3,media/azure-8029089c-1a853653-3f96048e-28b9625f-99c259c0.mp3
sich duschen,to take a shower,Nach dem Sport dusche ich mich.,Nach dem Sport dusche ich mich.,Nach dem Sport __ ich mich.,,media/azure-594f1101-1a33e152-b0b1700a-b7591ca7-75a1451d.mp3,media/azure-058c5e7c-6577a659-9b4dfdd7-e7a4d405-7ceae432.mp3
sich abtrocknen,to dry off,Nach dem Schwimmen muss ich mich abtrocknen.,Nach dem Schwimmen muss ich mich abtrocknen.,Nach dem Schwimmen muss ich mich __.,,media/azure-8d51e792-db62eb2e-436665f1-6aaf42d3-7ebb52e0.mp3,media/azure-c1790de8-67a1c737-1868a942-26519057-65ca67a4.mp3
sich waschen,to wash oneself,Ich wasche mir jeden Morgen das Gesicht.,Ich wasche mir jeden Morgen das Gesicht.,Ich __ mir jeden Morgen das Gesicht.,,media/azure-b3175000-fe65a92c-2e9743cb-bdb8f20d-fc0c55a7.mp3,media/azure-c4fc9b8a-7c494cac-93b48dd0-cc6cab2e-3a60fc38.mp3
"der Umkleideraum, die Umkleideräume",changing room,Der Umkleideraum ist im Erdgeschoss.,Der Umkleideraum ist im Erdgeschoss.,__ ist im Erdgeschoss.,,media/azure-469c31ca-e285f191-a71093f3-96cbbbfa-526e7ce7.mp3,media/azure-a1a052d6-2046f47b-8c1e556d-dd39cc0d-954555f8.mp3
trotzdem,nevertheless,"Es regnet, aber ich gehe trotzdem spazieren.","Es regnet, aber ich gehe trotzdem spazieren.","Es regnet, aber ich gehe __ spazieren.",,media/azure-6545dabe-867036eb-9bc3fb26-7103715d-82ee58ca.mp3,media/azure-a1d0eea0-5708761f-a129945d-18b67401-fe140d09.mp3
"das Probetraining, die Probetrainings",trial training,Morgen habe ich ein Probetraining im Fitnessstudio.,Morgen habe ich ein Probetraining im Fitnessstudio.,Morgen habe ich ein __ im Fitnessstudio.,,media/azure-49718f57-fc4d2cb0-21f7f09d-043e5580-92ed098d.mp3,media/azure-2182b624-ab0ca466-90ed715f-79d85349-3d39e6d0.mp3
Feierabend machen,to finish work,Ich mache um 18 Uhr Feierabend.,Ich mache um 18 Uhr Feierabend.,Ich mache um 18 Uhr __.,,media/azure-2cd06c71-66f828bf-c647c734-a5124d22-e81bc8a9.mp3,media/azure-72cc9d4d-ae21083a-e300a012-8096ba7f-ee398fd4.mp3
"das Spiel, die Spiele",game,Wir haben das Spiel gewonnen.,Wir haben das Spiel gewonnen.,Wir haben __ gewonnen.,,media/azure-2c25a5c1-0bd0b686-57754926-0910a07e-3be527df.mp3,media/azure-b75ae230-badad7af-91f3f5f3-637397b6-68b5e559.mp3
lustig,funny,Der Film war sehr lustig.,Der Film war sehr lustig.,Der Film war sehr __.,,media/azure-f988b8bb-925bcd3d-d861461b-41fd2b31-b32ca121.mp3,media/azure-7964b1eb-fb6adfb4-59265dda-8636d8ff-afd72c7d.mp3
"der Mensch, die Menschen","person, people",Der Mensch ist ein soziales Wesen.,Der Mensch ist ein soziales Wesen.,__ ist ein soziales Wesen.,,media/azure-a2a1bba2-01a98f4d-7668cc87-5114a83d-7f698c55.mp3,media/azure-9af364b5-a586a607-35442d22-948564f6-4b8f81d1.mp3
unfreundlich,unfriendly,Der Kellner war sehr unfreundlich.,Der Kellner war sehr unfreundlich.,Der Kellner war sehr __.,,media/azure-790ecd6e-2a2e5602-9e695d23-be946ae4-b216aa43.mp3,media/azure-5ff678aa-840afaec-569f85de-16429123-47b569c2.mp3
kompliziert,complicated,Die Aufgabe war sehr kompliziert.,Die Aufgabe war sehr kompliziert.,Die Aufgabe war sehr __.,,media/azure-fe31b4b3-477931a6-99ad84d0-7c4ba923-c567d188.mp3,media/azure-b63eef85-b0d294b0-bfc02ebc-23e11689-8b183826.mp3
entspannt,relaxed,Nach der Arbeit fühle ich mich entspannt.,Nach der Arbeit fühle ich mich entspannt.,Nach der Arbeit fühle ich mich __.,,media/azure-fe89a84f-e28144c4-cdabe754-e908dc40-ab5593b4.mp3,media/azure-8d8ff732-cd24479a-3f8d5f34-8be00fcc-4cbd0b8f.mp3
"die Kerze, die Kerzen",candle,Ich zünde eine Kerze an.,Ich zünde eine Kerze an.,Ich zünde eine __ an.,,media/azure-b107c368-6383ecfc-872980a3-53c51a5b-30239e16.mp3,media/azure-c727150f-3f30dfe5-b8e8112e-c07d2a5f-a66fb59b.mp3
"das Feuerzeug, die Feuerzeuge",lighter,Hast du ein Feuerzeug?,Hast du ein Feuerzeug?,Hast du ein __?,,media/azure-e691a7d2-c9a4eef6-19aec847-47fc0656-ddfcb7a1.mp3,media/azure-70fe34d7-f866944f-023a5b7c-16a80551-0fe1d3c3.mp3
"der Flaschenöffner, die Flaschenöffner",bottle opener,Der Flaschenöffner liegt auf dem Tisch.,Der Flaschenöffner liegt auf dem Tisch.,__ liegt auf dem Tisch.,,media/azure-eac7aca3-6f778939-aa965f40-bd6bb1b9-7ba4adf0.mp3,media/azure-d506ce12-89dbce3c-df5b3c70-94389c0b-780983fd.mp3
"die Serviette, die Servietten",napkin,Ich brauche eine Serviette.,Ich brauche eine Serviette.,Ich brauche eine __.,,media/azure-eb39f05a-749559e5-5b024266-999a838a-bd59a875.mp3,media/azure-7aaf0b7a-3fc0e9b8-4aef2359-08ff12c6-5917d270.mp3
"das Brettspiel, die Brettspiele",board game,Wir spielen oft Brettspiele am Wochenende.,Wir spielen oft Brettspiele am Wochenende.,Wir spielen oft __ am Wochenende.,,media/azure-15e9e32a-40cdd019-1e8823ce-d2e3da85-b4bcbfb4.mp3,media/azure-e9174213-5052fbc6-044deb40-7bb36a5d-00a72899.mp3
"das Kartenspiel, die Kartenspiele",card game,Wir spielen ein Kartenspiel.,Wir spielen ein Kartenspiel.,Wir spielen ein __.,,media/azure-98b3fa32-f7661b92-8ad635b6-335b99e8-e4863a12.mp3,media/azure-abf6fb10-c12abecb-ac383723-ccbb794c-c48a096b.mp3
"die Wandertour, die Wandertouren",hiking tour,Die Wandertour führt durch den Wald.,Die Wandertour führt durch den Wald.,__ führt durch den Wald.,,media/azure-1974ef5f-5c98ec8e-8bedf168-e5bf0b24-e7537fbc.mp3,media/azure-6868e9b6-89e65d85-e5f0324b-bdecf6c0-dee6985e.mp3
"der Strandurlaub, die Strandurlaube",beach vacation,Wir machen diesen Sommer einen Strandurlaub.,Wir machen diesen Sommer einen Strandurlaub.,Wir machen diesen Sommer einen __.,,media/azure-d1483ce2-cd9a206b-99d33231-335fa1cd-eb1be07c.mp3,media/azure-1602bcca-67646526-f288f8f9-8f095187-62d56b83.mp3
"die Städtereise, die Städtereisen",city trip,Eine Städtereise nach Berlin ist geplant.,Eine Städtereise nach Berlin ist geplant.,Eine __ nach Berlin ist geplant.,,media/azure-4e2371de-49fce34e-ef4c3582-d88637dd-60d83070.mp3,media/azure-85cde7d5-4a5f9445-108cc951-791f233c-1c1e280f.mp3
"die Dienstreise, die Dienstreisen",business trip,Mein Chef ist auf Dienstreise.,Mein Chef ist auf Dienstreise.,Mein Chef ist auf __.,,media/azure-bb69ccfd-d9aada99-bb59444e-7ba41ace-65a7d498.mp3,media/azure-5e82d636-b791a434-2fa7cf5f-e061577b-ca197367.mp3
"der Skiurlaub, die Skiurlaube",ski vacation,Im Winter machen wir immer einen Skiurlaub.,Im Winter machen wir immer einen Skiurlaub.,Im Winter machen wir immer einen __.,,media/azure-c7edc101-bcec1cd5-8f441241-5da6baec-13a63713.mp3,media/azure-32a269f0-677f2c27-8449bea4-b2f44fd9-37f10384.mp3
"der Wellnessurlaub, die Wellnessurlaube",wellness vacation,"Ein Wellnessurlaub hilft mir, mich zu entspannen.","Ein Wellnessurlaub hilft mir, mich zu entspannen.","Ein __ hilft mir, mich zu entspannen.",,media/azure-88b1ceb4-ece38f5a-2428e612-6931fcf9-81e660dd.mp3,media/azure-14d6bbd3-e2d91721-4dd78a41-dca86904-0626ac20.mp3
die Hauptsaison,high season,Die Hotels sind in der Hauptsaison teuer.,Die Hotels sind in der Hauptsaison teuer.,Die Hotels sind in __ teuer.,,media/azure-6cea85dc-1188540a-6a701340-8f8ad7df-b896d23c.mp3,media/azure-5037063e-ef3e4fec-9ec8afef-9f39502a-ce864f0e.mp3
die Nebensaison,off-season,In der Nebensaison ist es ruhiger.,In der Nebensaison ist es ruhiger.,In __ ist es ruhiger.,,media/azure-09dcc2a4-61ad9b8d-93d85742-a0c09eb3-070353b2.mp3,media/azure-abb4fc51-bdd104ef-1d37ffe3-69475bf5-a792cb35.mp3
"das Einzelzimmer, die Einzelzimmer",single room,Ich habe ein Einzelzimmer reserviert.,Ich habe ein Einzelzimmer reserviert.,Ich habe ein __ reserviert.,,media/azure-8a920f0f-146cd350-d774cfc7-d1346ba9-ad679e2a.mp3,media/azure-675ebd18-dfc7d507-7ffcd3db-9c9f96b7-5fc2e7a6.mp3
"das Doppelzimmer, die Doppelzimmer",double room,Wir möchten ein Doppelzimmer buchen.,Wir möchten ein Doppelzimmer buchen.,Wir möchten ein __ buchen.,,media/azure-b4062384-cb107f7e-ad6af408-b84d1865-572cb317.mp3,media/azure-3825214c-e775411e-69a96e1a-3a32761a-a0e064ad.mp3
"die Übernachtung, die Übernachtungen",overnight stay,Die Übernachtung kostet 80 Euro.,Die Übernachtung kostet 80 Euro.,__ kostet 80 Euro.,,media/azure-c94a36fd-9d6e89fa-509cb101-fd17e090-f79f6321.mp3,media/azure-46aa8511-29616301-ea7f7bb4-66ad323c-a6a7cee3.mp3
übernachten,to stay overnight,Wir übernachten im Hotel.,Wir übernachten im Hotel.,Wir __ im Hotel.,,media/azure-4c8e8366-aff20fc4-92c10c69-424de9dc-c559cfa2.mp3,media/azure-2c21c2f8-ea663a25-351c149c-5136db1f-432ad9f3.mp3
"die Anreise, die Anreisen",arrival,Die Anreise zum Hotel dauert zwei Stunden.,Die Anreise zum Hotel dauert zwei Stunden.,__ zum Hotel dauert zwei Stunden.,,media/azure-fe49db7b-5f863021-063dd31f-f41e101d-c21330a6.mp3,media/azure-01ccdea8-1694e163-0650e95c-d9630ade-1f5af8a8.mp3
anreisen,to arrive,Wir reisen morgen früh an.,Wir reisen morgen früh an.,Wir __ morgen früh __.,,media/azure-4e0cb4cb-a661d6cb-dd070888-560167e2-6d29c723.mp3,media/azure-b7d25eca-3e89bd6c-3ce34b0a-5ffd8996-e5e4d091.mp3
"die Abreise, die Abreisen",departure,Die Abreise ist um 9 Uhr.,Die Abreise ist um 9 Uhr.,__ ist um 9 Uhr.,,media/azure-cfce202f-93b101dc-38c71756-6e251269-b937c1ef.mp3,media/azure-b0e64486-4fc77c44-48af2ce2-3c94c304-d5e55f2f.mp3
traumhaft,dreamlike,Der Ausblick vom Berg war traumhaft.,Der Ausblick vom Berg war traumhaft.,Der Ausblick vom Berg war __.,,media/azure-76166a91-ef7aff93-a1b8a328-0df8910a-9afc9589.mp3,media/azure-d53fe480-22e6c315-8e74099f-27012792-999326d2.mp3
herrlich,wonderful,Das Wetter heute ist herrlich.,Das Wetter heute ist herrlich.,Das Wetter heute ist __.,,media/azure-7ca254d3-104df80b-9c2660d2-6127aa4e-c0e9c90e.mp3,media/azure-d5d88c9b-3d52b50a-e079f42c-5943b764-6882df63.mp3
"die Hotelbeschreibung, die Hotelbeschreibungen",hotel description,Die Hotelbeschreibung war sehr genau.,Die Hotelbeschreibung war sehr genau.,__ war sehr genau.,,media/azure-68c2dd1f-0f1090bb-61904486-7a1d24d3-abf84d20.mp3,media/azure-6327af8a-14b68ca0-69ae8f44-aa3f8e8f-13f10d52.mp3
"die Lage, die Lagen",location,Die Lage des Hotels ist perfekt.,Die Lage des Hotels ist perfekt.,__ des Hotels ist perfekt.,,media/azure-c798c048-419d3899-c2b94a7c-9b96ae42-d3dd1373.mp3,media/azure-4a062f9e-e29141ac-1ef57f7e-b7b634fc-4cb733ba.mp3
"die Bewertung, die Bewertungen",rating,Die Bewertung des Restaurants war gut.,Die Bewertung des Restaurants war gut.,__ des Restaurants war gut.,,media/azure-185296dd-5c3aad93-a3294b15-6287c5e5-ebceacc6.mp3,media/azure-21a0c510-27eaa6f7-b406d477-90b18755-42668185.mp3
"die Umgebung, die Umgebungen",surroundings,Die Umgebung des Hotels ist sehr ruhig.,Die Umgebung des Hotels ist sehr ruhig.,__ des Hotels ist sehr ruhig.,,media/azure-a9313fdc-4f6309f3-8108c317-24a85eff-cb42c8c7.mp3,media/azure-252ff05e-e474a11e-411bda20-b671246f-ab581e62.mp3
aufmerksam / unaufmerksam,attentive / inattentive,Der Kellner war sehr aufmerksam.,Der Kellner war sehr aufmerksam.,Der Kellner war sehr __.,,media/azure-7441a98e-301872df-6badc11c-4dfc1dcd-3607c3b0.mp3,media/azure-02cb9a2a-d5e2c2ac-5de68eb8-e31d9c20-305414e6.mp3
das Personal,staff,Das Personal im Hotel war sehr freundlich.,Das Personal im Hotel war sehr freundlich.,__ im Hotel war sehr freundlich.,,media/azure-6bc093c6-69ccbee3-737908e4-3bd7d9bf-9274cd6b.mp3,media/azure-3760c443-aa661cb6-a15bfbe8-b2011bf9-16c6b114.mp3
der Service,service,Der Service im Restaurant war ausgezeichnet.,Der Service im Restaurant war ausgezeichnet.,__ im Restaurant war ausgezeichnet.,,media/azure-5c5cfad1-d068f029-17757478-ab14a8a8-c55fad1f.mp3,media/azure-e49afc37-6d1361bf-4ad38fdb-3044b83b-6858447c.mp3
"die Klimaanlage, die Klimaanlagen",air conditioning,Die Klimaanlage funktioniert nicht.,Die Klimaanlage funktioniert nicht.,__ funktioniert nicht.,,media/azure-08f2709e-658eecf0-28bf8ec8-6640cb9d-3e42d96f.mp3,media/azure-718e1c6a-aa5b470f-604dd375-2a63d57e-b9872d4d.mp3
"die Jugendherberge, die Jugendherbergen",youth hostel,Wir übernachten in einer Jugendherberge.,Wir übernachten in einer Jugendherberge.,Wir übernachten in einer __.,,media/azure-2a0fcf7a-c3198c85-364e0b00-cb51c7f7-bc3d53ba.mp3,media/azure-cc12d6fe-5f6f9354-65644efc-2641906d-b899a837.mp3
"das Hostel, die Hostels",hostel,Ich habe ein Zimmer im Hostel gebucht.,Ich habe ein Zimmer im Hostel gebucht.,Ich habe ein Zimmer im __ gebucht.,,media/azure-cfe4e3ea-bc526b82-c7b04274-d8ebb720-198f50de.mp3,media/azure-4c8ed71c-7e15cc10-5cfef6c1-7f24ac85-e0a04288.mp3
"der Campingplatz, die Campingplätze",campsite,Der Campingplatz liegt direkt am See.,Der Campingplatz liegt direkt am See.,__ liegt direkt am See.,,media/azure-0a19e715-a5f9ada0-cebc9916-deb5f94d-6086e3c2.mp3,media/azure-c24cac0c-c0baa53e-c38f9366-6bd43bcc-65f45049.mp3
campen,to camp,Wir werden nächsten Sommer campen.,Wir werden nächsten Sommer campen.,Wir werden nächsten Sommer __.,,media/azure-f2b8cf11-535d1771-0d574f77-27dc3bd7-8100b4d7.mp3,media/azure-e37701de-b9e42371-62b4ea96-124f26c3-6efc87be.mp3
"die Unterkunft, die Unterkünfte",accommodation,Die Unterkunft war sehr komfortabel.,Die Unterkunft war sehr komfortabel.,__ war sehr komfortabel.,,media/azure-025a3bbf-044791ad-f1f09f5c-e22171de-865c975a.mp3,media/azure-6938ba64-f1698d08-58501030-24336f48-e7f929ae.mp3
"die Pension, die Pensionen",guesthouse,Wir haben eine Pension für das Wochenende gebucht.,Wir haben eine Pension für das Wochenende gebucht.,Wir haben eine __ für das Wochenende gebucht.,,media/azure-a50cd5c9-18dbcb7e-9104fa11-81dc77f6-4aa8cf97.mp3,media/azure-e376856c-891e9b57-f296d450-ad027a2a-9804ad5e.mp3
die Halbpension,half board,Im Hotel gibt es Halbpension.,Im Hotel gibt es Halbpension.,Im Hotel gibt es __.,,media/azure-7cb468f3-8884a932-21072ed5-f04ec04d-d4ba672d.mp3,media/azure-f8f3817d-97f3b124-ee765a6f-9670ac01-004014d4.mp3
die Vollpension,full board,Die Vollpension umfasst alle Mahlzeiten.,Die Vollpension umfasst alle Mahlzeiten.,__ umfasst alle Mahlzeiten.,,media/azure-11aecf14-8252b503-54d3a4a8-3f1fd760-5c41032c.mp3,media/azure-0cba8f1d-cd63ba46-8011df86-95c866a7-e0e43eef.mp3
"das Reisebüro, die Reisebüros",travel agency,Wir haben die Reise im Reisebüro gebucht.,Wir haben die Reise im Reisebüro gebucht.,Wir haben die Reise im __ gebucht.,,media/azure-58c026d8-69816fef-2e1bc18f-bdb3ae67-8ea7af0d.mp3,media/azure-64a8844d-521b2320-19fdbddf-bd9aa2ec-baba28ec.mp3
"der Flug, die Flüge",flight,Der Flug nach Paris war sehr angenehm.,Der Flug nach Paris war sehr angenehm.,__ nach Paris war sehr angenehm.,,media/azure-a8300179-a94a0872-5c1720ae-97ccf2a9-122d5ce3.mp3,media/azure-7a779f8d-b1bc2fa1-99a46961-2b0bd24b-851cb237.mp3
"die Pauschalreise, die Pauschalreisen",package tour,Wir haben eine Pauschalreise gebucht.,Wir haben eine Pauschalreise gebucht.,Wir haben eine __ gebucht.,,media/azure-3ed743af-5da5b16b-9c005850-cda819cd-0cc2b3bd.mp3,media/azure-fe4589b3-8d4cca8f-6c2829d4-42c2048e-0ae4383a.mp3
"die Ferienwohnung, die Ferienwohnungen",holiday apartment,Die Ferienwohnung hatte einen Balkon.,Die Ferienwohnung hatte einen Balkon.,__ hatte einen Balkon.,,media/azure-9843228d-0776017a-357c6324-6310210b-dbc88ad9.mp3,media/azure-3b410c81-470c29af-cfdf20c1-b2f7b6cf-b19c7457.mp3
"das Zelt, die Zelte",tent,Wir haben unser Zelt am See aufgestellt.,Wir haben unser Zelt am See aufgestellt.,Wir haben unser __ am See aufgestellt.,,media/azure-72d4c13c-59d21254-59a86863-d59c3fdc-a305345a.mp3,media/azure-ce5ffac9-b347aecb-9a74cfa1-0c44fcc9-d2454a8d.mp3
zelten,to camp (in a tent),Wir haben im Wald gezeltet.,Wir haben im Wald gezeltet.,Wir haben im Wald __.,,media/azure-b909a57c-6e6a2ba0-4efc3f91-9757c4bd-5f0e49b2.mp3,media/azure-925abe57-695fd52c-6004ef41-c57bbed3-66963127.mp3
